y4_hhid,farmer,output1,output2,prod_2,prod_3,maize,paddy,land_1,land_2,input,seedcost,fertile,herbi,pesti,capital,machin_1,machin_2,machin_3,irri_ratio,labour_total,laborE,labour_wage,hh_e66_m,hh_e66_f,hh_e66_t,hh_e66_c,head_sex,n_children,n_fam,n_female,edu_head,laborM,laborF,laborT,laborC,laborTC,laborM2,laborF2,laborT2,laborC2,laborTC2,laborM3,laborF3,laborT3,laborC3,laborTC3,output11,output22,input22,capital22,defl2014,input22_d,capital22_d,output22_d,output11_d,male_days,female_days,children_days,male_hours,female_hours,children_hours
3261-001,1,20000,2790000,2790000,0,0,0,11.5,20.1,75000,0,0,0,75000,2312000,2312000,2312000,0,0,440,1408,1805000,4,0,0,0,1,1,4,1,17,208,0,0,0,0,80,0,0,0,0,96,0,0,0,0,20,2790,75,2312,.92944002,80.693748,2487.5193,3001.8074,21.518333,77,50,,415,296,
3262-001,1,0,880000,880000,0,1,0,10.5,0,35000,0,0,0,35000,1056500,1056500,1056500,0,0,148,473.60001,558000,42,14,0,0,1,2,7,1,0,2184,728,0,0,0,840,280,0,0,0,1008,336,0,0,0,0,880,35,1056.5,.92944002,37.657082,1136.7059,946.80664,0,167,167,129,1160,1160,855
3263-001,1,175000,240000,240000,0,1,0,10,74,0,0,0,0,0,1829000,1829000,1829000,0,0,126,403.20001,1351000,6,6,6,0,1,0,6,1,0,312,312,312,0,312,120,120,120,0,120,144,144,144,0,144,175,240,0,1829,.92944002,0,1967.8516,258.22,188.28542,120,106,106,554,470,470
3264-001,1,30000,0,0,0,1,0,1,0,3000,3000,0,0,0,5000,5000,5000,0,0,0,0,0,0,35,70,0,2,3,7,1,14,0,1820,3640,0,3640,0,700,1400,0,1400,0,840,1680,0,1680,30,0,3,5,.92944002,3.2277501,5.3795834,0,32.2775,,35,70,,175,350
3265-001,1,18000,20000,0,20000,1,0,8.5,8.1499996,0,0,0,0,0,183000,183000,183000,0,0,123,393.60001,135000,2,18,0,0,1,0,2,1,13,104,936,0,0,0,40,360,0,0,0,48,432,0,0,0,18,20,0,183,.92944002,0,196.89275,21.518333,19.366499,145,135,,530,610,
3266-001,1,80000,160000,160000,0,0,0,5,0,0,0,0,0,0,15000,15000,15000,0,0,97,310.39999,140000,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,0,15,.92944002,0,16.13875,172.14667,86.073334,16,87,,82,442,
3267-001,1,0,0,0,0,1,0,2.0999999,.0099999998,0,0,0,0,0,45000,35000,35000,10000,0,0,0,0,24,24,0,0,1,2,5,1,17,1248,1248,0,0,0,480,480,0,0,0,576,576,0,0,0,0,0,0,45,.92944002,0,48.416248,0,0,58,58,,333,333,
3268-001,1,390000,300000,300000,0,1,0,7.3000002,13.96,10000,0,0,0,10000,128000,58000,58000,70000,0,17,54.400002,104000,0,0,0,0,1,1,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,300,10,128,.92944002,10.759167,137.71733,322.77499,419.60748,11,70,,50,404,
3305-001,1,0,0,0,0,0,0,.5,.14,0,0,0,0,0,3000,11000,3000,0,0,0,0,0,6,0,0,0,1,0,7,3,24,312,0,0,0,0,120,0,0,0,0,144,0,0,0,0,0,0,0,3,.92944002,0,3.2277501,0,0,30,,,37,,
3325-001,1,0,0,0,0,0,0,.2,.89999998,0,0,0,0,0,2000,2000,2000,0,0,0,0,0,0,0,0,0,1,0,7,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,.92944002,0,2.1518333,0,0,53,,,105,,
3419-001,1,0,0,0,0,0,1,.69999999,0,0,0,0,0,0,15000,15000,15000,0,0,0,0,0,0,35,0,0,2,1,7,2,14,0,1820,0,0,0,0,700,0,0,0,0,840,0,0,0,0,0,0,15,.92944002,0,16.13875,0,0,,58,,,392,
3462-001,1,0,0,0,0,0,0,.2,.28,0,0,0,0,0,10000,10000,10000,0,0,0,0,0,21,0,0,0,1,0,5,1,0,1092,0,0,0,0,420,0,0,0,0,504,0,0,0,0,0,0,0,10,.92944002,0,10.759167,0,0,21,,,42,,
3492-001,1,0,80000,0,80000,0,0,2,2.28,0,0,0,0,0,5000,5000,5000,0,0,0,0,0,0,42,0,0,2,2,6,1,0,0,2184,0,0,0,0,840,0,0,0,0,1008,0,0,0,0,80,0,5,.92944002,0,5.3795834,86.073334,0,,104,,,582,
3495-001,1,0,0,0,0,0,0,.5,.36000001,0,0,0,0,0,33000,33000,33000,0,0,0,0,0,12,5,0,0,1,1,10,1,17,624,260,0,0,0,240,100,0,0,0,288,120,0,0,0,0,0,0,33,.92944002,0,35.505249,0,0,65,40,42,107,63,62
3546-001,1,0,20000,0,20000,0,1,1,0,0,0,0,0,0,15000,15000,15000,0,.25,16,51.200001,45000,0,56,0,0,2,0,3,1,0,0,2912,0,0,0,0,1120,0,0,0,0,1344,0,0,0,0,20,0,15,.92944002,0,16.13875,21.518333,0,,58,,,236,
3549-001,1,0,0,0,0,0,0,3,0,92000,50000,42000,0,0,23000,23000,23000,0,0,4,12.8,30000,0,0,0,0,1,0,6,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,23,.92944002,98.984329,24.746082,0,0,98,,,253,,
3603-001,1,0,39000,24000,15000,0,0,3,.36000001,2000,2000,0,0,0,50000,50000,50000,0,0,0,0,0,16,28,0,24,1,1,6,1,17,832,1456,0,1248,1248,320,560,0,480,480,384,672,0,576,576,0,39,2,50,.92944002,2.1518333,53.795834,41.960751,0,56,60,21,167,171,144
3605-001,1,0,65000,65000,0,0,0,.30000001,.81,10700,10700,0,0,0,9500,9500,9500,0,0,0,0,0,42,0,0,0,1,0,1,0,15,2184,0,0,0,0,840,0,0,0,0,1008,0,0,0,0,0,65,10.7,9.5,.92944002,11.512308,10.221209,69.934586,0,27,,,148,,
3606-001,1,0,0,0,0,1,0,1,14.9,0,0,0,0,0,17500,17500,17500,0,0,0,0,0,0,30,0,0,2,1,3,1,0,0,1560,0,0,0,0,600,0,0,0,0,720,0,0,0,0,0,0,17.5,.92944002,0,18.828541,0,0,,23,,,123,
3607-001,1,0,41000,21000,20000,1,0,.69999999,.64999998,1500,1500,0,0,0,12000,12000,12000,0,0,0,0,0,32,20,0,0,1,2,4,1,0,1664,1040,0,0,0,640,400,0,0,0,768,480,0,0,0,0,41,1.5,12,.92944002,1.613875,12.911,44.112583,0,16,16,,124,124,
3608-001,1,72000,260000,260000,0,1,0,2,1.8200001,4000,4000,0,0,0,9000,9000,9000,0,0,10,32,30000,45,0,0,0,1,0,1,0,17,2340,0,0,0,0,900,0,0,0,0,1080,0,0,0,0,72,260,4,9,.92944002,4.3036666,9.6832495,279.73834,77.465996,121,,,523,,
3609-001,1,0,0,0,0,0,0,2,1.21,1000,1000,0,0,0,16000,16000,16000,0,0,0,0,0,0,2,0,15,2,0,3,1,0,0,104,0,780,780,0,40,0,300,300,0,48,0,360,360,0,0,1,16,.92944002,1.0759166,17.214666,0,0,,3,27,,3,75
3610-001,1,240000,0,0,0,1,0,11.1,13.280001,13000,13000,0,0,0,25000,25000,25000,0,0,0,0,0,36,16,0,0,1,1,3,1,22,1872,832,0,0,0,720,320,0,0,0,864,384,0,0,0,240,0,13,25,.92944002,13.986917,26.897917,0,258.22,42,42,,151,151,
3622-001,1,192000,640000,640000,0,1,0,2,0,28500,28500,0,0,0,14000,14000,14000,0,0,0,0,0,0,0,0,0,1,1,3,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,640,28.5,14,.92944002,30.663624,15.062833,688.58667,206.576,102,78,,576,439,
3627-001,1,0,0,0,0,0,1,23,11.8,207000,15000,0,192000,0,410000,10000,10000,400000,0,46,147.2,440000,2,4,2,0,1,1,5,2,22,104,208,104,0,104,40,80,40,0,40,48,96,48,0,48,0,0,207,410,.92944002,222.71475,441.12582,0,0,,39,,,262,
3628-001,1,300000,0,0,0,1,0,1,0,25000,25000,0,0,0,0,0,0,0,0,6,19.200001,70000,0,0,0,0,2,0,4,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,25,0,.92944002,26.897917,0,0,322.77499,,0,,,0,
3630-001,1,55000,187500,187500,0,1,0,.60000002,0,10000,5000,0,0,5000,4000,4000,4000,0,0,6,19.200001,5500,0,0,0,0,2,0,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,187.5,10,4,.92944002,10.759167,4.3036666,201.73438,59.175415,,70,,,627,
3641-001,1,0,8000,0,8000,0,0,2,.16,700,700,0,0,0,8000,8000,8000,0,0,12,38.400002,15000,5,25,0,42,1,2,6,1,17,260,1300,0,2184,2184,100,500,0,840,840,120,600,0,1008,1008,0,8,.69999999,8,.92944002,.75314164,8.6073332,8.6073332,0,45,47,,273,248,
3642-001,1,0,25000,0,25000,0,0,.5,0,0,0,0,0,0,0,6000,0,0,0,12,38.400002,36000,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,.92944002,0,0,26.897917,0,39,39,,312,312,
3643-001,1,0,115000,0,115000,1,1,3.5,.73000002,16000,16000,0,0,0,15000,15000,15000,0,0,23,73.599998,15000,22,58,0,0,1,2,5,1,0,1144,3016,0,0,0,440,1160,0,0,0,528,1392,0,0,0,0,115,16,15,.92944002,17.214666,16.13875,123.73042,0,232,235,,1978,1990,
3644-001,1,0,80000,0,80000,0,0,15,1.1799999,2000,2000,0,0,0,9000,9000,9000,0,0,0,0,0,54,28,0,18,1,0,4,1,0,2808,1456,0,936,936,1080,560,0,360,360,1296,672,0,432,432,0,80,2,9,.92944002,2.1518333,9.6832495,86.073334,0,164,192,13,1132,1280,104
3645-001,1,0,10000,0,10000,0,0,2,.58999997,3300,3300,0,0,0,3000,3000,3000,0,0,0,0,0,0,10,0,0,2,2,3,1,0,0,520,0,0,0,0,200,0,0,0,0,240,0,0,0,0,10,3.3,3,.92944002,3.550525,3.2277501,10.759167,0,,33,,,232,
3646-001,1,0,75000,0,75000,0,0,.90000004,.039999999,3500,3500,0,0,0,17000,17000,17000,0,0,0,0,0,16,8,0,0,1,2,4,1,0,832,416,0,0,0,320,160,0,0,0,384,192,0,0,0,0,75,3.5,17,.92944002,3.7657082,18.290583,80.693748,0,79,83,,360,371,
3647-001,1,0,160000,0,160000,0,1,2.5,.11,5500,5500,0,0,0,4000,4000,4000,0,0,0,0,0,0,8,0,0,2,0,1,1,17,0,416,0,0,0,0,160,0,0,0,0,192,0,0,0,0,160,5.5,4,.92944002,5.9175415,4.3036666,172.14667,0,,166,,,594,
3648-001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,96,30000,0,14,0,0,2,1,4,1,0,0,728,0,0,0,0,280,0,0,0,0,336,0,0,0,0,0,0,0,.92944002,0,0,0,0,,21,,,183,
3660-001,1,1592500,0,0,0,0,1,15,11.17,781000,80000,435000,266000,0,3687000,3437000,3437000,250000,0,124,396.79999,2200000,25,0,0,0,1,0,11,2,20,1300,0,0,0,0,500,0,0,0,0,600,0,0,0,0,1592.5,0,781,3687,.92944002,840.29089,3966.9048,0,1713.3972,10,13,,53,70,
3662-001,1,80000,0,0,0,0,1,5,0,0,0,0,0,0,145000,25000,25000,120000,0,0,0,0,3,0,0,0,1,0,5,2,17,156,0,0,0,0,60,0,0,0,0,72,0,0,0,0,80,0,0,145,.92944002,0,156.00792,0,86.073334,120,278,240,450,1156,900
3663-001,1,0,0,0,0,0,1,2,2.8599999,0,0,0,0,0,135000,55000,55000,80000,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,.92944002,0,145.24875,0,0,54,54,,306,306,
3664-001,1,0,0,0,0,0,1,.69999999,.50999999,0,0,0,0,0,3000,3000,3000,0,0,0,0,0,0,0,0,0,1,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.92944002,0,3.2277501,0,0,0,,118,0,,371
3665-001,1,0,0,0,0,0,1,4,0,40000,0,0,40000,0,160000,2000,0,160000,0,8,25.6,100000,0,0,0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,160,.92944002,43.036667,172.14667,0,0,28,28,,0,0,
3666-001,1,0,0,0,0,0,1,5,7.7399998,0,0,0,0,0,150000,30000,30000,120000,0,0,0,0,30,30,60,0,1,1,6,1,0,1560,1560,3120,0,3120,600,600,1200,0,1200,720,720,1440,0,1440,0,0,0,150,.92944002,0,161.3875,0,0,40,38,75,337,327,649
3667-001,1,15000,40000,30000,10000,0,1,1.5,.70999998,1000,1000,0,0,0,46000,6000,6000,40000,0,1,3.2,8000,28,0,0,0,2,1,5,2,14,1456,0,0,0,0,560,0,0,0,0,672,0,0,0,0,15,40,1,46,.92944002,1.0759166,49.492165,43.036667,16.13875,,91,,,491,
3682-001,1,0,0,0,0,1,0,1,.36000001,6000,6000,0,0,0,15000,15000,15000,0,0,12,38.400002,50000,0,0,0,0,1,0,5,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,.92944002,6.4555001,16.13875,0,0,0,,,0,,
3687-001,1,0,0,0,0,1,0,14.4,.23999999,7500,7500,0,0,0,13000,13000,13000,0,0,6,19.200001,20000,0,12,0,0,1,0,5,1,25,0,624,0,0,0,0,240,0,0,0,0,288,0,0,0,0,0,7.5,13,.92944002,8.069375,13.986917,0,0,3,57,,14,296,
3698-001,1,0,0,0,0,1,0,2,0,15000,15000,0,0,0,380500,310500,310500,70000,0,12,38.400002,400000,0,0,0,0,1,2,8,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,380.5,.92944002,16.13875,409.38629,0,0,,9,,,63,
3699-001,1,0,0,0,0,0,1,1,0,37500,37500,0,0,0,74000,19000,19000,55000,0,7,22.4,70000,0,0,0,0,1,1,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,74,.92944002,40.346874,79.617836,0,0,12,,,96,,
3702-001,1,0,0,0,0,1,0,4,0,10000,10000,0,0,0,75000,35000,35000,40000,0,2,6.4000001,40000,0,0,0,0,2,2,9,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,75,.92944002,10.759167,80.693748,0,0,4,8,4,20,40,20
3703-001,1,0,0,0,0,1,0,2,0,17000,17000,0,0,0,0,13500,0,0,0,0,0,0,2,0,0,0,1,0,6,1,17,104,0,0,0,0,40,0,0,0,0,48,0,0,0,0,0,0,17,0,.92944002,18.290583,0,0,0,45,30,7,225,120,21
3704-001,1,35000,0,0,0,1,0,1,0,8000,8000,0,0,0,5000,5000,5000,0,0,0,0,0,0,0,0,0,2,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,8,5,.92944002,8.6073332,5.3795834,0,37.657082,,33,,,245,
3705-001,1,35000,0,0,0,1,0,1,0,8000,8000,0,0,0,0,0,0,0,0,3,9.6000004,30000,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,8,0,.92944002,8.6073332,0,0,37.657082,,21,,,73,
3717-001,1,0,100000,100000,0,1,0,6.5,.40000001,20700,20700,0,0,0,11000,11000,11000,0,0,0,0,0,0,24,0,0,2,1,3,1,17,0,1248,0,0,0,0,480,0,0,0,0,576,0,0,0,0,100,20.700001,11,.92944002,22.271475,11.835083,107.59167,0,,136,,,830,
3718-001,1,0,0,0,0,0,0,4.7999997,2.3199999,8000,8000,0,0,0,13000,13000,13000,0,0,0,0,0,12,9,0,0,1,1,5,1,17,624,468,0,0,0,240,180,0,0,0,288,216,0,0,0,0,0,8,13,.92944002,8.6073332,13.986917,0,0,52,51,,322,317,
3719-001,1,0,101000,101000,0,1,0,6,1.1799999,40500,40500,0,0,0,19000,19000,19000,0,0,0,0,0,35,30,0,0,1,2,5,1,17,1820,1560,0,0,0,700,600,0,0,0,840,720,0,0,0,0,101,40.5,19,.92944002,43.574623,20.442417,108.66758,0,117,116,,817,816,
3720-001,1,0,325500,318000,7500,0,0,5.2999997,.57999998,9000,9000,0,0,0,21000,21000,21000,0,0,35,112,40000,42,18,0,8,1,2,6,1,17,2184,936,0,416,416,840,360,0,160,160,1008,432,0,192,192,0,325.5,9,21,.92944002,9.6832495,22.59425,350.21088,0,184,215,62,1074,1239,366
3721-001,1,44000,358000,358000,0,1,0,5.7999997,1.4,0,0,0,0,0,18000,18000,18000,0,0,0,0,0,30,28,0,0,1,1,4,1,17,1560,1456,0,0,0,600,560,0,0,0,720,672,0,0,0,44,358,0,18,.92944002,0,19.366499,385.17816,47.340332,150,178,,1041,1181,
3722-001,1,0,120000,120000,0,0,0,5.5,.36000001,5700,2400,3300,0,0,19500,19500,19500,0,.125,0,0,0,55,40,0,0,1,1,4,1,17,2860,2080,0,0,0,1100,800,0,0,0,1320,960,0,0,0,0,120,5.6999998,19.5,.92944002,6.1327248,20.980375,129.11,0,99,102,,839,834,
3723-001,1,0,361000,361000,0,1,0,7,2.53,13700,13700,0,0,0,23000,23000,23000,0,0,0,0,0,32,32,22,0,1,2,6,1,17,1664,1664,1144,0,1144,640,640,440,0,440,768,768,528,0,528,0,361,13.7,23,.92944002,14.740058,24.746082,388.40591,0,200,191,171,1424,1415,1230
3724-001,1,24000,100000,25000,75000,1,0,3.7,4.6599998,0,0,0,0,0,14000,14000,14000,0,0,15,48,20000,12,66,50,16,1,1,6,1,17,624,3432,2600,832,3432,240,1320,1000,320,1320,288,1584,1200,384,1584,24,100,0,14,.92944002,0,15.062833,107.59167,25.822001,45,48,70,290,296,486
3737-001,1,0,0,0,0,0,0,4.7000003,2.47,0,0,0,0,0,0,5000,0,0,0,0,0,0,36,12,0,0,1,0,2,1,17,1872,624,0,0,0,720,240,0,0,0,864,288,0,0,0,0,0,0,0,.92944002,0,0,0,0,,,,,,
3738-001,1,0,0,0,0,1,0,1,3.26,10400,10400,0,0,0,10000,10000,10000,0,0,0,0,0,5,27,0,0,1,0,2,1,20,260,1404,0,0,0,100,540,0,0,0,120,648,0,0,0,0,0,10.4,10,.92944002,11.189533,10.759167,0,0,31,31,,230,230,
3739-001,1,0,389000,270000,119000,0,1,11,2.6400001,15000,0,0,0,15000,100000,75000,75000,25000,0,0,0,0,43,20,0,15,1,0,5,0,0,2236,1040,0,780,780,860,400,0,300,300,1032,480,0,360,360,0,389,15,100,.92944002,16.13875,107.59167,418.53159,0,261,133,68,1378,628,325
3740-001,1,0,833000,25000,808000,1,0,28,11.4,5000,5000,0,0,0,36500,36500,36500,0,0,50,160,0,35,35,0,0,1,1,7,2,17,1820,1820,0,0,0,700,700,0,0,0,840,840,0,0,0,0,833,5,36.5,.92944002,5.3795834,39.270958,896.23859,0,204,219,8,1232,1313,24
3741-001,1,0,0,0,0,1,1,3.3,2.4400001,26000,26000,0,0,0,24000,24000,24000,0,0,6,19.200001,35000,20,0,0,0,1,0,6,2,17,1040,0,0,0,0,400,0,0,0,0,480,0,0,0,0,0,0,26,24,.92944002,27.973833,25.822001,0,0,101,118,,576,639,
3742-001,1,0,0,0,0,1,0,1.5,1.4,0,0,0,0,0,10000,10000,10000,0,0,0,0,0,30,30,0,0,1,0,3,1,16,1560,1560,0,0,0,600,600,0,0,0,720,720,0,0,0,0,0,0,10,.92944002,0,10.759167,0,0,107,107,,414,414,
3743-001,1,280000,110000,0,110000,0,1,3.2,1.16,0,0,0,0,0,65000,15000,15000,50000,0,16,51.200001,440000,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,110,0,65,.92944002,0,69.934586,118.35083,301.25665,,103,,,490,
3755-001,1,0,12000,0,12000,0,0,3,1.47,17000,0,0,0,17000,5000,5000,5000,0,0,3,9.6000004,1500,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,5,.92944002,18.290583,5.3795834,12.911,0,,29,,,160,
3758-001,1,0,934800,72000,862800,0,0,5,6.5299997,0,0,0,0,0,10000,10000,10000,0,0,15,48,70000,106,30,0,0,1,0,5,1,17,5512,1560,0,0,0,2120,600,0,0,0,2544,720,0,0,0,0,934.79999,0,10,.92944002,0,10.759167,1005.7669,0,104,113,,624,678,
3760-001,1,0,90000,18000,72000,0,0,.5,.62,0,0,0,0,0,10000,10000,10000,0,0,1,3.2,5000,0,28,0,0,2,1,3,1,17,0,1456,0,0,0,0,560,0,0,0,0,672,0,0,0,0,90,0,10,.92944002,0,10.759167,96.832497,0,,61,,,362,
3762-001,1,0,0,0,0,0,0,.5,.16,0,0,0,0,0,5000,5000,5000,0,0,0,0,0,0,12,0,0,1,1,4,1,17,0,624,0,0,0,0,240,0,0,0,0,288,0,0,0,0,0,0,5,.92944002,0,5.3795834,0,0,,,,,,
3774-001,1,0,95900,4900,91000,1,0,1.8000001,6.0799999,72000,2000,70000,0,0,31100,11100,11100,20000,0,0,0,0,24,24,0,0,1,0,2,0,0,1248,1248,0,0,0,480,480,0,0,0,576,576,0,0,0,0,95.900002,72,31.1,.92944002,77.465996,33.46101,103.18041,0,58,58,,226,226,
3775-001,1,0,273200,93200,180000,1,0,3.2,4.8900003,100000,20000,0,0,80000,15000,15000,15000,0,0,22,70.400002,60000,30,25,0,0,1,1,4,1,17,1560,1300,0,0,0,600,500,0,0,0,720,600,0,0,0,0,273.20001,100,15,.92944002,107.59167,16.13875,293.94043,0,121,121,,754,754,
3776-001,1,30000,230000,230000,0,1,0,8.5,2.8,21750,21750,0,0,0,20000,20000,20000,0,0,18,57.599998,35000,49,8,0,0,1,1,4,1,17,2548,416,0,0,0,980,160,0,0,0,1176,192,0,0,0,30,230,21.75,20,.92944002,23.401188,21.518333,247.46083,32.2775,54,54,,269,269,
3777-001,1,0,2017200,1897200,120000,1,0,11.3,5.0599999,84250,26250,0,40000,18000,10000,10000,10000,0,0,36,115.2,0,56,10,0,0,1,1,3,1,17,2912,520,0,0,0,1120,200,0,0,0,1344,240,0,0,0,0,2017.2,84.25,10,.92944002,90.645981,10.759167,2170.3391,0,123,64,,912,450,
3778-001,1,0,95400,28400,67000,0,0,3.5999999,3.1500001,84500,4500,0,0,80000,24000,24000,24000,0,0,0,0,0,36,32,0,0,1,0,3,0,14,1872,1664,0,0,0,720,640,0,0,0,864,768,0,0,0,0,95.400002,84.5,24,.92944002,90.914955,25.822001,102.64245,0,89,82,,400,382,
3779-001,1,0,609000,109000,500000,1,0,5.4000001,.56,169500,1500,168000,0,0,34000,24000,24000,10000,0,20,64,50000,0,38,0,0,1,1,4,2,16,0,1976,0,0,0,0,760,0,0,0,0,912,0,0,0,0,609,169.5,34,.92944002,182.36787,36.581165,655.23322,0,30,72,,180,456,
3780-001,1,28000,40000,40000,0,1,0,2,3.1600001,0,0,0,0,0,20000,20000,20000,0,0,6,19.200001,0,0,0,0,11,2,0,2,1,0,0,0,0,572,572,0,0,0,220,220,0,0,0,264,264,28,40,0,20,.92944002,0,21.518333,43.036667,30.125666,,72,,,240,
3781-001,1,240000,300000,0,300000,1,0,3,1.8099999,35600,600,0,0,35000,20000,20000,20000,0,0,0,0,0,35,35,0,0,1,1,5,2,17,1820,1820,0,0,0,700,700,0,0,0,840,840,0,0,0,240,300,35.599998,20,.92944002,38.302631,21.518333,322.77499,258.22,71,142,,428,856,
3794-001,1,0,141000,131000,10000,1,0,4.6999998,4.6399999,11500,11500,0,0,0,15000,15000,15000,0,0,0,0,0,0,21,0,0,1,1,6,1,17,0,1092,0,0,0,0,420,0,0,0,0,504,0,0,0,0,141,11.5,15,.92944002,12.373041,16.13875,151.70425,0,34,34,12,184,184,64
3795-001,1,0,66000,36000,30000,1,0,7,5.8800001,4500,4500,0,0,0,23000,23000,23000,0,0,0,0,0,36,36,0,0,1,1,5,1,17,1872,1872,0,0,0,720,720,0,0,0,864,864,0,0,0,0,66,4.5,23,.92944002,4.8416247,24.746082,71.010498,0,46,46,,228,228,
3796-001,1,0,48000,48000,0,1,0,2,2.0999999,11000,11000,0,0,0,14000,14000,14000,0,0,0,0,0,0,28,0,0,2,0,2,1,16,0,1456,0,0,0,0,560,0,0,0,0,672,0,0,0,0,48,11,14,.92944002,11.835083,15.062833,51.644001,0,,104,,,688,
3797-001,1,0,1406000,1356000,50000,0,0,41.299999,6.4299998,20000,20000,0,0,0,106000,106000,106000,0,0,29,92.800003,125000,7,8,0,0,1,1,6,1,17,364,416,0,0,0,140,160,0,0,0,168,192,0,0,0,0,1406,20,106,.92944002,21.518333,114.04716,1512.7388,0,170,125,,808,664,
3798-001,1,0,24000,24000,0,1,0,1.5,1.15,3000,3000,0,0,0,10000,10000,10000,0,0,7,22.4,0,0,0,0,0,1,1,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,10,.92944002,3.2277501,10.759167,25.822001,0,31,31,,165,165,
3799-001,1,0,186000,42000,144000,1,0,3.3,4.4000001,2000,2000,0,0,0,5000,5000,5000,0,0,0,0,0,0,16,0,0,2,0,1,0,14,0,832,0,0,0,0,320,0,0,0,0,384,0,0,0,0,186,2,5,.92944002,2.1518333,5.3795834,200.1205,0,,139,,,814,
3800-001,1,0,276000,276000,0,0,0,2.8,.31999999,40000,40000,0,0,0,12000,12000,12000,0,0,36,115.2,0,16,0,0,0,1,0,1,0,17,832,0,0,0,0,320,0,0,0,0,384,0,0,0,0,0,276,40,12,.92944002,43.036667,12.911,296.953,0,63,,,283,,
3812-001,1,0,682000,0,682000,1,1,6,0,0,0,0,0,0,260000,20000,20000,240000,0,0,0,0,30,30,0,0,1,0,8,1,0,1560,1560,0,0,0,600,600,0,0,0,720,720,0,0,0,0,682,0,260,.92944002,0,279.73834,733.77515,0,135,135,,608,608,
3815-001,1,0,822000,460000,362000,1,0,4,4.7799997,0,0,0,0,0,174500,14500,14500,160000,0,16,51.200001,415000,0,0,0,0,2,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,0,174.5,.92944002,0,187.74745,884.4035,0,,52,,,220,
3816-001,1,0,0,0,0,1,0,.80000001,.029999999,4600,4600,0,0,0,0,0,0,0,0,15,48,16000,1,1,0,0,1,1,3,1,34,52,52,0,0,0,20,20,0,0,0,24,24,0,0,0,0,0,4.5999999,0,.92944002,4.9492164,0,0,0,18,24,,21,24,
3817-001,1,60000,96000,96000,0,1,0,1,0,5000,5000,0,0,0,73000,13000,13000,60000,0,1,3.2,60000,0,0,0,0,1,0,4,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,96,5,73,.92944002,5.3795834,78.541916,103.288,64.555,12,,,96,,
3818-001,1,0,60000,60000,0,1,0,.1,0,0,0,0,0,0,0,0,0,0,0,34,108.8,80000,0,7,0,0,2,0,1,1,20,0,364,0,0,0,0,140,0,0,0,0,168,0,0,0,0,60,0,0,.92944002,0,0,64.555,0,,7,,,44,
3819-001,1,0,0,0,0,1,0,.2,.059999999,500,500,0,0,0,5000,5000,5000,0,0,0,0,0,40,0,0,0,1,0,1,0,17,2080,0,0,0,0,800,0,0,0,0,960,0,0,0,0,0,0,.5,5,.92944002,.53795832,5.3795834,0,0,4,,,22,,
3831-001,1,0,390000,40000,350000,1,0,6.3000002,5.1599998,0,0,0,0,0,12500,12500,12500,0,0,0,0,0,36,36,0,0,1,1,3,1,17,1872,1872,0,0,0,720,720,0,0,0,864,864,0,0,0,0,390,0,12.5,.92944002,0,13.448958,419.60748,0,73,63,,368,322,
3832-001,1,0,15200,15200,0,1,0,1.2,.56,0,0,0,0,0,13000,13000,13000,0,0,0,0,0,12,8,0,0,1,2,4,1,0,624,416,0,0,0,240,160,0,0,0,288,192,0,0,0,0,15.2,0,13,.92944002,0,13.986917,16.353933,0,36,34,,192,182,
