y4_hhid,male_hours,male_days,female_hours,female_days,children_hours,children_days,kids_hours,kids_days,teenagers_hours,teenagers_days
7923-001,406.0,74.0,389.0,71.0,97.0,19.0,97.0,19.0,,
7935-001,240.0,57.0,724.0,176.0,144.0,35.0,,,144.0,35.0
7936-001,341.0,55.0,907.0,161.0,1242.0,207.0,828.0,138.0,414.0,69.0
7937-001,2319.0,340.0,1507.0,225.0,852.0,120.0,426.0,60.0,426.0,60.0
7938-001,1720.0,265.0,3480.0,540.0,5160.0,795.0,1720.0,265.0,3440.0,530.0
7939-001,1845.0,234.0,615.0,78.0,1230.0,156.0,,,1230.0,156.0
7940-001,394.0,84.0,382.0,81.0,,,,,,
7941-001,2214.0,286.0,1734.0,222.0,611.0,80.0,296.0,38.0,315.0,42.0
7942-001,1211.0,227.0,850.0,162.0,,,,,,
7954-001,,,,,,,,,,
7955-001,,,,,,,,,,
7956-001,,,,,,,,,,
7957-001,,,,,,,,,,
7958-001,1680.0,210.0,2188.0,270.0,,,,,,
7960-001,,,,,,,,,,
7962-001,,,,,,,,,,
7963-001,,,,,,,,,,
7973-001,,,483.0,82.0,718.0,122.0,280.0,48.0,438.0,74.0
7974-001,665.0,95.0,767.0,112.0,,,,,,
7975-001,181.0,33.0,188.0,37.0,,,,,,
7976-001,354.0,45.0,372.0,48.0,243.0,30.0,174.0,21.0,69.0,9.0
7977-001,1181.0,178.0,378.0,55.0,157.0,26.0,66.0,10.0,91.0,16.0
7978-001,144.0,26.0,144.0,26.0,168.0,32.0,168.0,32.0,,
7979-001,174.0,29.0,174.0,29.0,348.0,58.0,,,348.0,58.0
7980-001,583.0,85.0,590.0,92.0,503.0,78.0,503.0,78.0,,
7992-001,,,,,,,,,,
7993-001,0.0,0.0,0.0,0.0,,,,,,
7995-001,19.0,5.0,116.0,54.0,22.0,8.0,,,22.0,8.0
7996-001,,,10.0,10.0,,,,,,
7997-001,,,,,,,,,,
7998-001,0.0,0.0,295.0,67.0,303.0,55.0,270.0,46.0,33.0,9.0
8000-001,,,,,,,,,,
8001-001,,,,,,,,,,
8011-001,259.0,52.0,285.0,60.0,,,,,,
8012-001,207.0,32.0,621.0,96.0,,,,,,
8013-001,656.0,116.0,656.0,116.0,,,,,,
8014-001,810.0,186.0,822.0,192.0,143.0,35.0,,,143.0,35.0
8015-001,111.0,37.0,,,,,,,,
8016-001,117.0,24.0,117.0,24.0,,,,,,
8017-001,412.0,110.0,450.0,125.0,78.0,21.0,78.0,21.0,,
8018-001,4.0,4.0,,,,,,,,
8030-001,161.0,40.0,300.0,76.0,,,,,,
8032-001,268.0,67.0,268.0,67.0,,,,,,
8033-001,,,,,,,,,,
8035-001,195.0,40.0,328.0,79.0,79.0,17.0,79.0,17.0,,
8036-001,,,30.0,7.0,,,,,,
8037-001,,,,,,,,,,
8038-001,,,,,,,,,,
8039-001,290.0,70.0,290.0,70.0,,,,,,
8050-001,,,,,,,,,,
8052-001,,,63.0,15.0,,,,,,
8053-001,,,,,,,,,,
8054-001,,,,,,,,,,
8055-001,,,,,,,,,,
8056-001,,,,,,,,,,
8059-001,,,,,,,,,,
8060-001,,,,,,,,,,
8068-001,682.0,105.0,894.0,137.0,1426.0,214.0,148.0,23.0,1278.0,191.0
8069-001,549.0,93.0,649.0,113.0,1015.0,174.0,432.0,72.0,583.0,102.0
8070-001,641.0,77.0,641.0,77.0,250.0,30.0,250.0,30.0,,
8071-001,186.0,30.0,285.0,54.0,,,,,,
8073-001,1566.0,246.0,969.0,155.0,1037.0,167.0,190.0,30.0,847.0,137.0
8074-001,583.0,121.0,948.0,198.0,,,,,,
8076-001,900.0,225.0,300.0,75.0,,,,,,
8079-001,822.0,134.0,386.0,64.0,411.0,67.0,,,411.0,67.0
8087-001,956.0,136.0,478.0,68.0,,,,,,
8088-001,,,66.0,12.0,,,,,,
8089-001,126.0,21.0,126.0,21.0,126.0,21.0,126.0,21.0,,
8090-001,684.0,107.0,684.0,107.0,,,,,,
8091-001,63.0,7.0,45.0,6.0,108.0,13.0,,,108.0,13.0
8092-001,64.0,15.0,,,,,,,,
8093-001,115.0,23.0,,,,,,,,
8094-001,,,85.0,17.0,,,,,,
8106-001,63.0,13.0,126.0,26.0,,,,,,
8107-001,,,576.0,96.0,576.0,96.0,,,576.0,96.0
8108-001,88.0,27.0,186.0,54.0,46.0,14.0,46.0,14.0,,
8109-001,383.0,57.0,,,158.0,24.0,158.0,24.0,,
8110-001,386.0,71.0,238.0,43.0,71.0,13.0,71.0,13.0,,
8111-001,284.0,72.0,458.0,118.0,39.0,10.0,39.0,10.0,,
8112-001,216.0,42.0,306.0,87.0,256.0,62.0,,,256.0,62.0
8113-001,,,606.0,121.0,179.0,37.0,179.0,37.0,,
8125-001,,,,,,,,,,
8126-001,,,232.0,21.0,,,,,,
8127-001,,,,,,,,,,
8128-001,,,,,,,,,,
8129-001,,,,,,,,,,
8130-001,,,182.0,45.0,,,,,,
8131-001,,,,,,,,,,
8132-001,,,,,,,,,,
8144-001,,,,,,,,,,
8145-001,,,,,,,,,,
8146-001,136.0,17.0,1976.0,252.0,,,,,,
8147-001,,,,,,,,,,
8148-001,,,,,,,,,,
8149-001,,,,,,,,,,
8150-001,927.0,103.0,1026.0,114.0,,,,,,
8151-001,,,,,,,,,,
8163-001,48.0,12.0,48.0,12.0,,,,,,
8164-001,355.0,52.0,355.0,52.0,,,,,,
8167-001,,,672.0,114.0,775.0,155.0,775.0,155.0,,
8168-001,472.0,59.0,472.0,59.0,,,,,,
8169-001,,,700.0,73.0,,,,,,
8170-001,328.0,82.0,396.0,99.0,,,,,,
8171-001,,,195.0,33.0,103.0,19.0,103.0,19.0,,
8173-001,640.0,64.0,752.0,80.0,222.0,24.0,111.0,12.0,111.0,12.0
8182-001,204.0,44.0,204.0,44.0,,,,,,
8183-001,56.0,28.0,58.0,29.0,,,,,,
8184-001,1056.0,176.0,252.0,42.0,,,,,,
8185-001,241.0,65.0,482.0,130.0,,,,,,
8186-001,,,,,,,,,,
8187-001,378.0,63.0,378.0,63.0,,,,,,
8188-001,270.0,90.0,360.0,120.0,,,,,,
8189-001,,,230.0,43.0,151.0,28.0,,,151.0,28.0
8201-001,84.0,23.0,82.0,22.0,,,,,,
8202-001,,,,,,,,,,
8203-001,,,130.0,24.0,,,,,,
8204-001,13.0,6.0,0.0,0.0,,,,,,
8205-001,,,,,,,,,,
8206-001,455.0,65.0,910.0,130.0,,,,,,
8208-001,,,,,,,,,,
8213-001,,,,,,,,,,
8220-001,722.0,134.0,710.0,122.0,2865.0,513.0,1421.0,245.0,1444.0,268.0
8221-001,450.0,71.0,414.0,65.0,722.0,108.0,250.0,35.0,472.0,73.0
8222-001,555.0,91.0,485.0,83.0,,,,,,
8223-001,,,,,,,,,,
8224-001,768.0,117.0,1000.0,161.0,576.0,93.0,,,576.0,93.0
8225-001,66.0,25.0,66.0,25.0,66.0,25.0,,,66.0,25.0
8227-001,472.0,160.0,236.0,82.0,400.0,136.0,400.0,136.0,,
8228-001,411.0,81.0,454.0,94.0,486.0,93.0,228.0,44.0,258.0,49.0
8239-001,,,,,,,,,,
8240-001,68.0,19.0,136.0,38.0,,,,,,
8241-001,175.0,34.0,350.0,68.0,,,,,,
8242-001,312.0,52.0,468.0,78.0,,,,,,
8243-001,206.0,50.0,206.0,50.0,,,,,,
8244-001,,,,,,,,,,
8245-001,,,,,,,,,,
8246-001,867.0,155.0,867.0,155.0,183.0,38.0,183.0,38.0,,
8258-001,737.0,100.0,769.0,121.0,,,,,,
8259-001,,,,,,,,,,
8260-001,679.0,104.0,684.0,108.0,15.0,3.0,15.0,3.0,,
8261-001,548.0,62.0,540.0,60.0,180.0,20.0,180.0,20.0,,
8262-001,570.0,122.0,,,,,,,,
8263-001,275.0,30.0,445.0,55.0,,,,,,
8264-001,,,,,,,,,,
8267-001,,,1000.0,125.0,1008.0,126.0,,,1008.0,126.0
8277-001,297.0,51.0,287.0,41.0,,,,,,
8278-001,,,504.0,91.0,396.0,80.0,396.0,80.0,,
8280-001,310.0,41.0,278.0,37.0,,,,,,
8281-001,1461.0,213.0,392.0,61.0,,,,,,
8282-001,40.0,8.0,80.0,16.0,,,,,,
8283-001,,,214.0,38.0,120.0,20.0,120.0,20.0,,
8284-001,,,114.0,19.0,54.0,9.0,,,54.0,9.0
8285-001,,,166.0,17.0,,,,,,
8296-001,,,,,,,,,,
8297-001,81.0,14.0,81.0,14.0,,,,,,
8298-001,,,,,,,,,,
8299-001,0.0,0.0,25.0,25.0,,,,,,
8300-001,,,,,,,,,,
8301-001,,,,,,,,,,
8302-001,,,,,,,,,,
8303-001,,,,,,,,,,
8315-001,781.0,115.0,781.0,115.0,781.0,115.0,,,781.0,115.0
8316-001,21.0,6.0,21.0,6.0,,,,,,
8317-001,,,268.0,37.0,,,,,,
8318-001,49.0,7.0,49.0,7.0,,,,,,
8320-001,,,420.0,129.0,,,,,,
8321-001,0.0,0.0,454.0,62.0,48.0,6.0,,,48.0,6.0
8323-001,,,42.0,6.0,,,,,,
8325-001,,,66.0,8.0,76.0,9.0,10.0,1.0,66.0,8.0
8334-001,510.0,59.0,512.0,60.0,,,,,,
8335-001,222.0,33.0,222.0,33.0,,,,,,
8336-001,,,,,,,,,,
8337-001,,,2871.0,441.0,,,,,,
8338-001,870.0,87.0,870.0,87.0,280.0,28.0,140.0,14.0,140.0,14.0
8339-001,455.0,65.0,455.0,65.0,,,,,,
8340-001,781.0,97.0,688.0,82.0,,,,,,
8341-001,534.0,89.0,534.0,89.0,,,,,,
8353-001,,,72.0,18.0,0.0,0.0,0.0,0.0,,
8354-001,608.0,89.0,608.0,89.0,1216.0,178.0,1216.0,178.0,,
8355-001,881.0,195.0,1446.0,334.0,439.0,97.0,,,439.0,97.0
8356-001,2332.0,276.0,1166.0,138.0,,,,,,
8357-001,490.0,80.0,245.0,40.0,351.0,58.0,106.0,18.0,245.0,40.0
8358-001,,,504.0,64.0,658.0,83.0,658.0,83.0,,
8359-001,117.0,13.0,117.0,13.0,360.0,40.0,126.0,14.0,234.0,26.0
8360-001,505.0,158.0,505.0,158.0,,,,,,
8372-001,552.0,78.0,1104.0,156.0,552.0,78.0,,,552.0,78.0
8373-001,3960.0,495.0,1320.0,165.0,2640.0,330.0,1320.0,165.0,1320.0,165.0
8374-001,326.0,47.0,326.0,47.0,326.0,47.0,326.0,47.0,,
8375-001,,,288.0,38.0,,,,,,
8376-001,690.0,69.0,500.0,50.0,120.0,12.0,,,120.0,12.0
8377-001,857.0,154.0,1714.0,308.0,857.0,154.0,,,857.0,154.0
8378-001,700.0,70.0,820.0,82.0,240.0,24.0,240.0,24.0,,
8379-001,1161.0,316.0,1161.0,316.0,,,,,,
8391-001,1704.0,228.0,852.0,114.0,,,,,,
8392-001,206.0,38.0,199.0,37.0,398.0,74.0,398.0,74.0,,
8393-001,180.0,30.0,180.0,30.0,150.0,25.0,150.0,25.0,,
8394-001,232.0,33.0,232.0,33.0,264.0,40.0,264.0,40.0,,
8395-001,764.0,106.0,382.0,53.0,,,,,,
8396-001,174.0,26.0,174.0,26.0,,,,,,
8397-001,225.0,57.0,228.0,61.0,,,,,,
8398-001,2743.0,554.0,1956.0,410.0,930.0,191.0,,,930.0,191.0
8410-001,545.0,88.0,545.0,88.0,,,,,,
8411-001,567.0,86.0,567.0,86.0,,,,,,
8412-001,204.0,22.0,204.0,22.0,,,,,,
8413-001,296.0,48.0,280.0,46.0,,,,,,
8414-001,456.0,57.0,456.0,57.0,456.0,57.0,456.0,57.0,,
8415-001,1796.0,322.0,1425.0,259.0,865.0,155.0,,,865.0,155.0
8416-001,455.0,77.0,455.0,77.0,645.0,105.0,645.0,105.0,,
8417-001,348.0,58.0,348.0,58.0,696.0,116.0,,,696.0,116.0
8429-001,560.0,77.0,560.0,77.0,,,,,,
8430-001,1176.0,252.0,588.0,126.0,,,,,,
8431-001,,,,,,,,,,
8432-001,392.0,56.0,392.0,56.0,,,,,,
8433-001,795.0,178.0,843.0,198.0,,,,,,
8434-001,341.0,58.0,341.0,58.0,251.0,49.0,251.0,49.0,,
8435-001,,,364.0,60.0,86.0,15.0,86.0,15.0,,
8436-001,757.0,217.0,742.0,212.0,,,,,,
8448-001,1799.0,191.0,1197.0,121.0,1498.0,156.0,,,1498.0,156.0
8449-001,274.0,41.0,274.0,41.0,,,,,,
8450-001,138.0,12.0,138.0,12.0,0.0,0.0,0.0,0.0,,
8451-001,992.0,156.0,992.0,156.0,,,,,,
8452-001,354.0,69.0,354.0,69.0,812.0,154.0,458.0,85.0,354.0,69.0
8453-001,282.0,78.0,320.0,90.0,294.0,82.0,294.0,82.0,,
8454-001,99.0,21.0,15.0,3.0,33.0,7.0,,,33.0,7.0
8455-001,130.0,14.0,65.0,7.0,,,,,,
8467-001,,,,,,,,,,
8468-001,57.0,18.0,57.0,18.0,57.0,18.0,,,57.0,18.0
8470-001,,,,,,,,,,
8471-001,13.0,4.0,13.0,4.0,,,,,,
8472-001,29.0,8.0,87.0,23.0,,,,,,
8474-001,,,,,,,,,,
8476-001,32.0,12.0,20.0,8.0,4.0,2.0,,,4.0,2.0
8477-001,,,,,,,,,,
8486-001,392.0,49.0,392.0,49.0,784.0,98.0,392.0,49.0,392.0,49.0
8487-001,69.0,12.0,123.0,22.0,69.0,12.0,,,69.0,12.0
8488-001,1936.0,430.0,625.0,140.0,,,,,,
8489-001,54.0,8.0,54.0,8.0,130.0,18.0,76.0,10.0,54.0,8.0
8490-001,240.0,48.0,715.0,143.0,65.0,13.0,65.0,13.0,,
8491-001,188.0,33.0,212.0,38.0,327.0,58.0,327.0,58.0,,
8492-001,306.0,51.0,102.0,17.0,,,,,,
8493-001,1597.0,345.0,1935.0,431.0,,,,,,
8505-001,308.0,49.0,308.0,49.0,308.0,49.0,308.0,49.0,,
8506-001,336.0,56.0,672.0,112.0,,,,,,
8507-001,276.0,46.0,552.0,92.0,,,,,,
8508-001,2022.0,270.0,674.0,90.0,674.0,90.0,,,674.0,90.0
8509-001,2760.0,624.0,2253.0,508.0,2745.0,619.0,,,2745.0,619.0
8510-001,278.0,46.0,289.0,47.0,559.0,93.0,429.0,71.0,130.0,22.0
8511-001,,,274.0,39.0,202.0,28.0,202.0,28.0,,
8512-001,924.0,215.0,924.0,215.0,,,,,,
8524-001,,,110.0,16.0,,,,,,
8525-001,279.0,50.0,279.0,50.0,,,,,,
8526-001,145.0,21.0,145.0,21.0,,,,,,
8527-001,,,170.0,33.0,170.0,33.0,170.0,33.0,,
8528-001,246.0,49.0,702.0,133.0,288.0,64.0,186.0,39.0,102.0,25.0
8529-001,1785.0,339.0,2120.0,425.0,913.0,174.0,,,913.0,174.0
8530-001,,,440.0,44.0,,,,,,
8531-001,1380.0,280.0,1380.0,280.0,,,,,,
8543-001,115.0,18.0,115.0,18.0,,,,,,
8544-001,,,,,,,,,,
8545-001,308.0,81.0,157.0,42.0,36.0,8.0,36.0,8.0,,
8546-001,488.0,79.0,488.0,79.0,,,,,,
8547-001,168.0,28.0,168.0,28.0,282.0,47.0,282.0,47.0,,
8548-001,336.0,70.0,352.0,74.0,,,,,,
8549-001,2916.0,486.0,2898.0,483.0,,,,,,
8550-001,148.0,18.0,148.0,18.0,,,,,,
8562-001,830.0,172.0,878.0,179.0,,,,,,
8563-001,594.0,95.0,1188.0,190.0,594.0,95.0,,,594.0,95.0
8564-001,876.0,146.0,622.0,104.0,254.0,42.0,,,254.0,42.0
8565-001,729.0,122.0,729.0,122.0,,,,,,
8566-001,336.0,49.0,378.0,56.0,146.0,22.0,146.0,22.0,,
8567-001,554.0,126.0,1039.0,237.0,397.0,89.0,397.0,89.0,,
8568-001,476.0,97.0,814.0,168.0,1454.0,293.0,748.0,150.0,706.0,143.0
8569-001,849.0,158.0,849.0,158.0,,,,,,
8581-001,185.0,56.0,185.0,56.0,47.0,15.0,47.0,15.0,,
8582-001,729.0,67.0,753.0,71.0,,,,,,
8583-001,756.0,104.0,595.0,83.0,172.0,24.0,172.0,24.0,,
8584-001,488.0,73.0,488.0,73.0,,,,,,
8585-001,443.0,103.0,472.0,120.0,,,,,,
8586-001,580.0,103.0,829.0,154.0,,,,,,
8587-001,,,510.0,68.0,255.0,34.0,255.0,34.0,,
8588-001,1071.0,153.0,1043.0,149.0,,,,,,
8600-001,303.0,55.0,303.0,55.0,303.0,55.0,303.0,55.0,,
8601-001,504.0,84.0,504.0,84.0,,,,,,
8602-001,104.0,20.0,42.0,7.0,,,,,,
8603-001,59.0,12.0,47.0,10.0,,,,,,
8604-001,162.0,28.0,162.0,28.0,162.0,28.0,162.0,28.0,,
8605-001,462.0,79.0,2310.0,395.0,,,,,,
8606-001,,,,,,,,,,
8607-001,,,,,,,,,,
8619-001,287.0,79.0,287.0,79.0,,,,,,
8620-001,420.0,84.0,420.0,84.0,,,,,,
8621-001,215.0,49.0,195.0,45.0,,,,,,
8622-001,298.0,68.0,298.0,68.0,378.0,88.0,92.0,23.0,286.0,65.0
8623-001,12.0,3.0,12.0,3.0,,,,,,
8624-001,164.0,58.0,169.0,59.0,,,,,,
8625-001,776.0,114.0,776.0,114.0,,,,,,
8626-001,3198.0,632.0,1599.0,316.0,,,,,,
8638-001,120.0,20.0,76.0,14.0,,,,,,
8639-001,388.0,46.0,388.0,46.0,,,,,,
8640-001,7.0,7.0,,,,,,,,
8641-001,209.0,43.0,161.0,31.0,,,,,,
8642-001,84.0,14.0,84.0,14.0,,,,,,
8643-001,497.0,64.0,497.0,64.0,,,,,,
8644-001,,,,,,,,,,
8645-001,519.0,109.0,1038.0,218.0,,,,,,
8657-001,,,,,,,,,,
8658-001,56.0,9.0,56.0,9.0,,,,,,
8659-001,,,385.0,97.0,656.0,146.0,,,656.0,146.0
8660-001,,,,,,,,,,
8661-001,,,,,,,,,,
8662-001,,,,,,,,,,
8663-001,,,,,,,,,,
8664-001,,,386.0,47.0,,,,,,
8676-001,371.0,65.0,742.0,130.0,,,,,,
8677-001,44.0,11.0,99.0,22.0,,,,,,
8678-001,100.0,18.0,44.0,8.0,,,,,,
8679-001,54.0,9.0,54.0,9.0,,,,,,
8680-001,478.0,110.0,478.0,110.0,,,,,,
8681-001,201.0,49.0,201.0,49.0,,,,,,
8682-001,140.0,56.0,140.0,56.0,,,,,,
8683-001,675.0,142.0,173.0,39.0,434.0,98.0,,,434.0,98.0
8695-001,1124.0,130.0,2248.0,260.0,,,,,,
8696-001,172.0,40.0,156.0,33.0,107.0,25.0,,,107.0,25.0
8697-001,315.0,63.0,810.0,162.0,270.0,54.0,270.0,54.0,,
8698-001,366.0,54.0,270.0,40.0,,,,,,
8699-001,2319.0,240.0,773.0,80.0,1546.0,160.0,773.0,80.0,773.0,80.0
8700-001,180.0,26.0,180.0,26.0,,,,,,
8701-001,1218.0,128.0,1218.0,128.0,,,,,,
8702-001,643.0,73.0,643.0,73.0,,,,,,
8714-001,132.0,51.0,160.0,65.0,750.0,315.0,750.0,315.0,,
8715-001,251.0,85.0,253.0,86.0,54.0,18.0,54.0,18.0,,
8716-001,1570.0,264.0,785.0,132.0,1755.0,296.0,185.0,32.0,1570.0,264.0
8717-001,332.0,51.0,169.0,26.0,377.0,58.0,101.0,15.0,276.0,43.0
8718-001,0.0,0.0,84.0,22.0,,,,,,
8719-001,339.0,50.0,404.0,55.0,693.0,124.0,376.0,75.0,317.0,49.0
8720-001,131.0,20.0,262.0,40.0,131.0,20.0,,,131.0,20.0
8722-001,186.0,31.0,327.0,65.0,795.0,158.0,375.0,74.0,420.0,84.0
8733-001,,,,,,,,,,
8734-001,,,,,,,,,,
8735-001,,,,,,,,,,
8736-001,,,,,,,,,,
8737-001,,,,,,,,,,
8738-001,,,48.0,24.0,,,,,,
8739-001,,,,,,,,,,
8740-001,54.0,15.0,54.0,15.0,34.0,10.0,34.0,10.0,,
8753-001,,,,,,,,,,
8754-001,125.0,29.0,125.0,29.0,,,,,,
8755-001,266.0,42.0,266.0,42.0,,,,,,
8756-001,232.0,31.0,,,,,,,,
8757-001,312.0,39.0,208.0,26.0,,,,,,
8758-001,1459.0,297.0,1449.0,295.0,,,,,,
8759-001,766.0,78.0,766.0,78.0,,,,,,
8762-001,,,206.0,27.0,277.0,36.0,108.0,14.0,169.0,22.0
8771-001,380.0,95.0,,,,,,,,
8772-001,514.0,94.0,314.0,55.0,,,,,,
8773-001,99.0,22.0,99.0,22.0,,,,,,
8774-001,97.0,15.0,,,,,,,,
8775-001,198.0,40.0,,,,,,,,
8776-001,208.0,41.0,,,,,,,,
8777-001,540.0,135.0,300.0,75.0,,,,,,
8778-001,126.0,28.0,126.0,28.0,,,,,,
8790-001,292.0,46.0,264.0,40.0,,,,,,
8791-001,,,564.0,104.0,816.0,153.0,816.0,153.0,,
8792-001,51.0,14.0,43.0,12.0,96.0,26.0,45.0,12.0,51.0,14.0
8793-001,475.0,95.0,1185.0,237.0,1120.0,224.0,1120.0,224.0,,
8794-001,394.0,66.0,,,336.0,68.0,336.0,68.0,,
8795-001,1284.0,128.0,1284.0,128.0,,,,,,
8796-001,1344.0,224.0,672.0,112.0,,,,,,
8797-001,278.0,62.0,95.0,23.0,139.0,31.0,,,139.0,31.0
8809-001,,,,,,,,,,
8810-001,66.0,11.0,108.0,18.0,,,,,,
8812-001,1148.0,160.0,1148.0,160.0,,,,,,
8813-001,157.0,19.0,189.0,23.0,,,,,,
8814-001,170.0,27.0,170.0,27.0,386.0,60.0,386.0,60.0,,
8815-001,1230.0,145.0,1176.0,143.0,,,,,,
8816-001,222.0,59.0,502.0,136.0,280.0,77.0,,,280.0,77.0
8818-001,309.0,89.0,331.0,92.0,,,,,,
8828-001,2440.0,460.0,1220.0,230.0,,,,,,
8829-001,78.0,26.0,112.0,48.0,,,,,,
8830-001,,,108.0,16.0,,,,,,
8831-001,,,,,,,,,,
8832-001,308.0,56.0,540.0,97.0,,,,,,
8833-001,481.0,52.0,390.0,41.0,,,,,,
8834-001,112.0,26.0,224.0,53.0,,,,,,
8835-001,1174.0,319.0,354.0,99.0,,,,,,
8847-001,540.0,96.0,270.0,50.0,15.0,5.0,15.0,5.0,,
8848-001,99.0,17.0,289.0,51.0,,,,,,
8849-001,1690.0,275.0,1102.0,198.0,172.0,36.0,172.0,36.0,,
8850-001,666.0,111.0,522.0,87.0,,,,,,
8851-001,520.0,65.0,520.0,65.0,,,,,,
8853-001,504.0,72.0,511.0,73.0,420.0,60.0,,,420.0,60.0
8854-001,228.0,66.0,456.0,132.0,684.0,198.0,456.0,132.0,228.0,66.0
8857-001,1520.0,205.0,1520.0,205.0,,,,,,
8866-001,,,508.0,101.0,,,,,,
8867-001,,,536.0,114.0,,,,,,
8868-001,531.0,101.0,516.0,98.0,,,,,,
8869-001,95.0,19.0,100.0,20.0,10.0,2.0,10.0,2.0,,
8870-001,264.0,61.0,264.0,61.0,,,,,,
8871-001,,,888.0,111.0,976.0,122.0,976.0,122.0,,
8872-001,188.0,48.0,125.0,32.0,,,,,,
8873-001,239.0,48.0,239.0,48.0,5.0,1.0,5.0,1.0,,
8885-001,400.0,66.0,516.0,84.0,106.0,17.0,106.0,17.0,,
8886-001,,,668.0,88.0,320.0,40.0,320.0,40.0,,
8887-001,,,,,,,,,,
8888-001,270.0,74.0,227.0,73.0,133.0,41.0,133.0,41.0,,
8889-001,341.0,93.0,331.0,89.0,,,,,,
8890-001,,,420.0,76.0,,,,,,
8891-001,172.0,53.0,155.0,48.0,,,,,,
8892-001,175.0,66.0,,,,,,,,
8904-001,194.0,49.0,230.0,67.0,,,,,,
8905-001,116.0,23.0,58.0,11.0,,,,,,
8906-001,59.0,25.0,8.0,8.0,,,,,,
8907-001,137.0,24.0,137.0,24.0,,,,,,
8908-001,504.0,42.0,,,,,,,,
8909-001,268.0,68.0,340.0,94.0,60.0,16.0,60.0,16.0,,
8910-001,609.0,90.0,609.0,90.0,,,,,,
8911-001,438.0,110.0,435.0,108.0,36.0,8.0,36.0,8.0,,
8923-001,,,,,,,,,,
8924-001,750.0,135.0,,,,,,,,
8925-001,70.0,7.0,883.0,111.0,55.0,23.0,,,55.0,23.0
8926-001,,,,,,,,,,
8927-001,,,,,,,,,,
8928-001,,,,,,,,,,
8929-001,,,1337.0,222.0,,,,,,
8930-001,,,,,,,,,,
8942-001,256.0,64.0,256.0,64.0,312.0,78.0,312.0,78.0,,
8943-001,291.0,65.0,515.0,114.0,,,,,,
8944-001,890.0,108.0,966.0,126.0,948.0,129.0,710.0,94.0,238.0,35.0
8945-001,212.0,38.0,212.0,38.0,,,,,,
8946-001,410.0,76.0,564.0,98.0,246.0,41.0,246.0,41.0,,
8947-001,215.0,67.0,,,,,,,,
8948-001,,,,,,,,,,
8949-001,,,390.0,39.0,,,,,,
8961-001,84.0,14.0,804.0,108.0,,,,,,
8962-001,450.0,75.0,600.0,100.0,,,,,,
8963-001,168.0,28.0,198.0,33.0,36.0,6.0,,,36.0,6.0
8964-001,1910.0,191.0,530.0,53.0,,,,,,
8965-001,174.0,27.0,,,,,,,,
8966-001,,,700.0,84.0,350.0,42.0,,,350.0,42.0
8967-001,130.0,31.0,,,130.0,31.0,,,130.0,31.0
8968-001,154.0,38.0,154.0,38.0,,,,,,
